금천구,202109,3282,1827,독산보도육교 앞 자전거 보관소,37.45672607,126.8930664
광진구,202109,3277,551,구의삼성쉐르빌 앞,37.54006195,127.0944977
영등포구,202109,3275,278,쌍용플레티넘오피스텔,37.50793076,126.8952332
강서구,202109,3271,1199,우장산역 3번출구,37.54782104,126.8361282
서초구,202109,3268,2217,아크로리버뷰 부지 앞,37.51304626,127.0059586
양천구,202109,3264,797,목동아파트 1422동 1434동 사잇길,37.51515579,126.8724899
마포구,202109,3263,419,홈플러스 앞,37.56842041,126.8994293
송파구,202109,3252,1244,문정 법조단지8,37.48153687,127.1221237
구로구,202109,3252,1996,구일역 1번 출입구 앞,37.49539948,126.8710098
중랑구,202109,3251,1452,겸재교 진입부,37.58565521,127.0750504
마포구,202109,3237,439,마포어린이공원,37.53575134,126.9440384
강서구,202109,3235,2739,수명산파크1단지교차로,37.55363083,126.8286133
성북구,202109,3200,1363,보문4교 인근,37.58375168,127.0219498
광진구,202109,3200,3509,세종사이버대학교,37.55341721,127.0731964
강서구,202109,3198,1180,마곡엠밸리 15단지(1502동) 건너편,37.55746841,126.8297195
강서구,202109,3191,1106,신방화사거리,37.57303238,126.816452
송파구,202109,3191,2632,석촌고분역 2번 출구,37.50264359,127.0973969
강서구,202109,3189,1193,마곡센트럴타워 1차,37.55947113,126.832077
영등포구,202109,3185,243,이앤씨드림타워 앞,37.52708435,126.8913803
송파구,202109,3171,1278,송파구청 교차로,37.51579666,127.1068192
영등포구,202109,3170,245,삼성생명 당산사옥 앞,37.52826309,126.8966293
송파구,202109,3156,2646,레이클펠리스101동앞,37.50775909,127.0912933
영등포구,202109,3153,4559,신길역 2번출구,37.51756287,126.9169846
영등포구,202109,3151,205,산업은행 앞,37.52626419,126.9205093
양천구,202109,3150,4509,서울영상고교 입구,37.52198029,126.8592835
강서구,202109,3133,1102,방화사거리 마을버스 버스정류장,37.57364273,126.8118057
서대문구,202109,3130,175,홍연2교옆,37.57806778,126.9308853
양천구,202109,3119,787,양천아파트 입구,37.50790405,126.862648
동대문구,202109,3111,648,장안동위더스빌옆,37.56669998,127.0624237
영등포구,202109,3107,206,KBS 앞,37.52466583,126.9180222
영등포구,202109,3107,217,NH농협은행 앞,37.52207947,126.9303665
구로구,202109,3100,1914,대림역4번출구,37.49440384,126.8944473
노원구,202109,3092,1655,공릉1단지아파트,37.65501785,127.0675049
구로구,202109,3091,2824,미래사랑어린이공원 앞,37.51006317,126.8895645
송파구,202109,3090,1218,방이역 4번출구,37.50896835,127.1258392
중구,202109,3068,383,신당역 12번 출구 뒤,37.5658493,127.0164032
강동구,202109,3068,1002,해공공원(천호동),37.54526138,127.125946
강남구,202109,3068,2377,수서역 5번출구 뒤,37.48683548,127.1027527
양천구,202109,3065,766,신목동역 3번출구,37.54394913,126.883461
영등포구,202109,3064,229,양평1 보행육교 앞,37.53587341,126.8921814
광진구,202109,3062,549,아차산역 3번출구,37.55122375,127.0897064
양천구,202109,3062,781,신정보도육교 아래,37.51759338,126.8765564
강서구,202109,3056,1182,KBS 스포츠월드,37.55687714,126.8488083
광진구,202109,3048,548,자양나들목,37.5297699,127.0748596
동대문구,202109,3029,641,용두역 4번출구,37.57375336,127.0385361
종로구,202109,3023,393,동대문역 8번 출구,37.57014084,127.0093765
송파구,202109,3019,2619,석촌고분역 5번출구,37.50233841,127.0964432
강서구,202109,3016,1151,마곡역1번출구,37.56020737,126.8241425
노원구,202109,3005,1662,노원역7번출구,37.61938095,127.0578537
강동구,202109,2994,1011,LIGA 아파트 앞,37.53474426,127.1352844
영등포구,202109,2991,291,문래동 하이테크 시티,37.51385117,126.89888
